name,destination,categories,review_tags,description,rating,num_reviews,lat,lon,url
TOKYO Solamachi,Tokyo,"Shopping,Shopping Malls","tokyo,skytree,food court,lift,lots of shops,an aquarium,pokemon center,great mall,upper floor","This Tokyo-Skytree-adjacent mall has shops selling high-quality souvenirs, clothing, Japanese sweets, and toys. Tourist-friendly offerings include shipping, tax-free shopping, and language assistance.",4.0,1399,35.710217,139.8122,https://www.tripadvisor.com/Attraction_Review-g14134337-d3141851-Reviews-TOKYO_Solamachi-Oshiage_Sumida_Tokyo_Tokyo_Prefecture_Kanto.html
Kappabashi Street (Kappabashi Dogugai),Tokyo,"Sights & Landmarks,Points of Interest & Landmarks",,"The stores in this neighborhood sell kitchen equipment and paper supplies to the city's restaurants. Of note are the specialty plastic food items, which are placed in restaurant windows to show passersby what goodies are being served inside.",4.0,1314,35.712723,139.78857,https://www.tripadvisor.com/Attraction_Review-g1066461-d324970-Reviews-Kappabashi_Street_Kappabashi_Dogugai-Taito_Tokyo_Tokyo_Prefecture_Kanto.html
Asakusa Shrine,Tokyo,"Sights & Landmarks,Sacred & Religious Sites","shrine,tokyo,shops,tourist,market,worth a visit,senso,shopping street,hundreds",,4.5,1350,35.714947,139.79742,https://www.tripadvisor.com/Attraction_Review-g14134311-d2492312-Reviews-Asakusa_Shrine-Asakusa_Taito_Tokyo_Tokyo_Prefecture_Kanto.html
Tsukiji Jogai Market,Tokyo,"Sights & Landmarks,Points of Interest & Landmarks","restaurants,fish market,outer market,stalls,auction,tuna,tamago",,4.0,1898,35.665394,139.77036,https://www.tripadvisor.com/Attraction_Review-g14129610-d1373675-Reviews-Tsukiji_Jogai_Market-Tsukiji_Chuo_Tokyo_Tokyo_Prefecture_Kanto.html
Happo-en Garden,Tokyo,"Classes & Workshops,Sights & Landmarks,Nature & Parks,Lessons & Workshops,Gardens,Scenic Walking Areas",,"Happo-en excels at planning, execution and prides itself on its ability to turn ideas into reality. Every event is unique and each project is overseen by a team specifically selected for each event every time. Our staff listen carefully to the ideas and requests of every customer to ensure every aspect of their ideal gathering come to full volition. We offer one-stop service starting from the initial meeting to the day of the event.",4.5,554,35.63767,139.7292,https://www.tripadvisor.com/Attraction_Review-g14131029-d504482-Reviews-Happo_en_Garden-Shirokanedai_Minato_Tokyo_Tokyo_Prefecture_Kanto.html
Isetan Shinjuku Store,Tokyo,"Shopping,Department Stores","shopping,shinjuku","This department store is one of the trendiest in Japan, and its flagship Shinjuku store houses the finest in clothing, accessories, and homeware. It is also known for its impressive variety of foods.",4.0,1140,35.69131,139.70473,https://www.tripadvisor.com/Attraction_Review-g14133707-d480640-Reviews-Isetan_Shinjuku_Store-Shinjuku_3_Chome_Shinjuku_Tokyo_Tokyo_Prefecture_Kanto.html
Diver City Tokyo Plaza,Tokyo,"Shopping,Shopping Malls","gundam,odaiba,food court,shop,floor,robot,unicorn,fans,rainbow bridge,hello kitty,rainy day,anime,statue of liberty,light show,huge mall,adidas",This huge shopping mall on a man-made island is geared to tourists with its mix of Japanese and international shops. There are language assistance services and foreign-visitor discounts.,4.0,912,35.625046,139.77545,https://www.tripadvisor.com/Attraction_Review-g1066449-d2696968-Reviews-Diver_City_Tokyo_Plaza-Koto_Tokyo_Tokyo_Prefecture_Kanto.html
Hie Jinjya,Tokyo,"Sights & Landmarks,Historic Sites,Sacred & Religious Sites",,,4.0,672,35.674698,139.7396,https://www.tripadvisor.com/Attraction_Review-g1066443-d545943-Reviews-Hie_Jinjya-Chiyoda_Tokyo_Tokyo_Prefecture_Kanto.html
National Museum of Emerging Science and Innovation Miraikan,Tokyo,"Museums,Science Museums","robot,exhibits,technology,japan,the international space station,permanent exhibition,few hours,model,english explanations,top floor,planet,sphere",,4.0,1104,35.61927,139.77672,https://www.tripadvisor.com/Attraction_Review-g1066449-d1456874-Reviews-National_Museum_of_Emerging_Science_and_Innovation_Miraikan-Koto_Tokyo_Tokyo_Pre.html
Hotel Chinzanso Tokyo Garden,Tokyo,"Nature & Parks,Gardens","garden,fireflies,yen",,4.5,449,35.712234,139.72523,https://www.tripadvisor.com/Attraction_Review-g1066442-d504483-Reviews-Hotel_Chinzanso_Tokyo_Garden-Bunkyo_Tokyo_Tokyo_Prefecture_Kanto.html
Akasaka Palace (State Guesthouse),Tokyo,"Sights & Landmarks,Architectural Buildings,Points of Interest & Landmarks,Government Buildings","japan,western style","The State Guest House, Akasaka Palace (SGH AP) serves as a splendid stage of diplomatic activities by welcoming monarchs and presidents from countries all over the world. The SGH AP opens to the general public unless its main activities of welcoming dignitaries from abroad are interrupted. https://www.youtube.com/watch?v=KXC5rGGAejA",4.5,525,35.680237,139.72874,https://www.tripadvisor.com/Attraction_Review-g1066451-d1373794-Reviews-Akasaka_Palace_State_Guesthouse-Minato_Tokyo_Tokyo_Prefecture_Kanto.html
Tokaido Shinkansen,Tokyo,"Transportation,Mass Transportation Systems,Railways","bullet train,station,osaka,speed,jr pass,carriage,platform,mount fuji,overhead,reservation,recliner,mph,fast train,punctuality,bento,network,train service,compartment,luggage space,japan rail,comfortable ride,dot,reserved seating,himeji",,4.5,1567,35.67798,139.76627,https://www.tripadvisor.com/Attraction_Review-g1066443-d2489709-Reviews-Tokaido_Shinkansen-Chiyoda_Tokyo_Tokyo_Prefecture_Kanto.html
Shimokitazawa,Tokyo,"Sights & Landmarks,Points of Interest & Landmarks",,,4.5,506,35.662743,139.6677,https://www.tripadvisor.com/Attraction_Review-g1066455-d1200230-Reviews-Shimokitazawa-Setagaya_Tokyo_Tokyo_Prefecture_Kanto.html
Kiyosumi Teien,Tokyo,"Nature & Parks,Gardens","tokyo,japanese garden,koi,ducks,yen,stepping stones,pine trees,benches,landscape,tea house,stone paths,visitors,small pond,typical japanese style,late autumn,azaleas,admire,teahouse",,4.5,412,35.68072,139.79774,https://www.tripadvisor.com/Attraction_Review-g1066449-d561737-Reviews-Kiyosumi_Teien-Koto_Tokyo_Tokyo_Prefecture_Kanto.html
Tsukiji Fish Market,Tokyo,"Sights & Landmarks,Points of Interest & Landmarks","fish market,seafood,tokyo,auction,tourists,worth a visit,scallops,fresh fish,stick,strawberries,food stalls,wagyu,shops selling,wednesday,skewers,eel,all kinds,ceramics,egg,shops and restaurants",,4.0,714,35.664276,139.77057,https://www.tripadvisor.com/Attraction_Review-g14129610-d11867754-Reviews-Tsukiji_Fish_Market-Tsukiji_Chuo_Tokyo_Tokyo_Prefecture_Kanto.html
mipig cafe,Tokyo,"Fun & Games,Game & Entertainment Centers","piggies,adorable,tokyo,micro pigs,mini,lap,piggy,cuddle,hour,pet,fun experience,donuts,harajuku,snacks,employees,fell asleep,fight,cutie,lots of fun,worth a visit,lovely staff,eating,cuteness,initiative,cushions,oink","mipig cafe is the very first cafe in Japan where you can meet micro pigs. Here at “Micro pig's house,” all micro pigs from baby ones to adult ones friendly live together, and you are a friend of them. You may want to take a nap, read books, eat some snacks etc. with your friends! Please make yourself at home and have a wonderful time! We opened the store as we wanted you to know about their talent as a pet that they originally have. At mipig cafe, we will provide a warm and cozy time to as many guests as we can so that they can feel the charm of micro pigs. There is also a floor for who want to have them as a family member, while meeting adult micro pigs. We very much look forward to your visit as their ‘friend’ and ‘family!’",5.0,419,35.631355,139.70355,https://www.tripadvisor.com/Attraction_Review-g14134856-d17366413-Reviews-Mipig_cafe-Meguro_Meguro_Tokyo_Tokyo_Prefecture_Kanto.html
KidZania Tokyo,Tokyo,"Sights & Landmarks,Museums,Points of Interest & Landmarks,Children's Museums","jobs,activity,earn,english speaking,on wednesdays,30mins,wage","KidZania is a city where kids play the leading role, experience their favorite jobs using real equipment and tools, and learn about the structure of society, all while having fun! There are so many activities that can only be experienced at KidZania Tokyo! Every Wednesday, we have the program called “English Wednesday!” where more than half of the Activities are conducted in English! We are inside LaLaport Toyosu shopping center, and it is great access by the train or the buses from Tokyo Station!",4.5,505,35.656258,139.7909,https://www.tripadvisor.com/Attraction_Review-g14134359-d1098999-Reviews-KidZania_Tokyo-Toyosu_Koto_Tokyo_Tokyo_Prefecture_Kanto.html
Kagurazaka,Tokyo,"Sights & Landmarks,Other,Neighborhoods","tokyo,dori,busy shinjuku,ward,intersection",,4.0,742,35.700924,139.74142,https://www.tripadvisor.com/Attraction_Review-g1066457-d1058190-Reviews-Kagurazaka-Shinjuku_Tokyo_Tokyo_Prefecture_Kanto.html
Yanaka District,Tokyo,"Sights & Landmarks,Other,Neighborhoods","cemeteries,stroll,local shops,buddhist,great area,modern tokyo,slow pace,war",,4.0,659,35.72766,139.76718,https://www.tripadvisor.com/Attraction_Review-g14134297-d1022216-Reviews-Yanaka_District-Yanaka_Taito_Tokyo_Tokyo_Prefecture_Kanto.html
Kanda myoujin Shrine,Tokyo,"Sights & Landmarks,Museums,Sacred & Religious Sites,History Museums","akihabara,tokyo,anime,visitors,edo,technology,pop culture,amulets,prosperity,few minutes walk,vermillion",,4.0,827,35.701923,139.76747,https://www.tripadvisor.com/Attraction_Review-g1066443-d561733-Reviews-Kanda_myoujin_Shrine-Chiyoda_Tokyo_Tokyo_Prefecture_Kanto.html
Odaiba Kaihin Koen (Odaiba Seaside Park),Tokyo,"Sights & Landmarks,Nature & Parks,Outdoor Activities,Beaches,Parks,Points of Interest & Landmarks","rainbow bridge,tokyo bay","Odaiba Marine Park has sand and rocks surrounding a quiet cove that spreads out beside Daiba Park (Battery #3). Odaiba is one of Japan’s lading tourist spots sporting a fusion of natural water and greenery with futuristic scenery such as Rainbow Bridge, the Fuji Television Building and urban resort hotels. This is the heart of the continuously evolving coastal subcenter of Tokyo. You can spend a fun time regardless of the season at Odaiba Marine Park, which is also famed as a standard stop for students on school trips and travelers from within Japan and abroad. Many have been spiritually soothed by the truly magnificent and beautiful sunset and night view seen from Odaiba Marine Park. You can enjoy the view as you stroll along the beach or grassy lawns, or from the observation deck or the Skywalk.",4.0,825,35.630737,139.77608,https://www.tripadvisor.com/Attraction_Review-g14134368-d553575-Reviews-Odaiba_Kaihin_Koen_Odaiba_Seaside_Park-Daiba_Minato_Tokyo_Tokyo_Prefecture_Kanto.html
Gotokuji Temple,Tokyo,"Sights & Landmarks,Sacred & Religious Sites","tokyo,maneki neko,residential area,love cats,local train,the hustle and bustle,grave,bring home,interesting history,walk around",,4.5,460,35.64833,139.64731,https://www.tripadvisor.com/Attraction_Review-g1066455-d2583483-Reviews-Gotokuji_Temple-Setagaya_Tokyo_Tokyo_Prefecture_Kanto.html
Fukagawa Edo Museum,Tokyo,"Sights & Landmarks,Museums,Historic Walking Areas,History Museums","volunteer guides,culture,rooms,river,shoes,tatami,clothing","See village life in 19th-century Fukagawa in this reproduction village of traditional homes, inns, fish and produce stores, complete with an ambient sound track and seasonal plants and weather.",4.5,322,35.68095,139.8008,https://www.tripadvisor.com/Attraction_Review-g1066449-d555343-Reviews-Fukagawa_Edo_Museum-Koto_Tokyo_Tokyo_Prefecture_Kanto.html
Sengaku-ji Temple,Tokyo,"Sights & Landmarks,Sacred & Religious Sites,Historic Sites","station,incense,asano,japanese history,burial site,bit out of the way",,4.5,640,35.637703,139.73628,https://www.tripadvisor.com/Attraction_Review-g14131019-d320510-Reviews-Sengaku_ji_Temple-Takanawa_Minato_Tokyo_Tokyo_Prefecture_Kanto.html
Samurai Armor Photo Studio,Tokyo,"Fun & Games,Game & Entertainment Centers","sakura,history,japan,posed,photo shoot,photoshoot,weapons,lots of fun",,5.0,476,35.65661,139.69528,https://www.tripadvisor.com/Attraction_Review-g1066456-d10168999-Reviews-Samurai_Armor_Photo_Studio-Shibuya_Tokyo_Tokyo_Prefecture_Kanto.html
Tokyo Sea Life Park,Tokyo,"Zoos & Aquariums,Nature & Parks,Aquariums","tokyo,tuna,tank,world,sea life park,exhibits,rinkai,nice aquarium,fishes,habitat,hundreds,large variety,aquatic animals,space,perfect place,stroller,auditorium,waves,zone,souvenir,housing,students",,4.0,566,35.64003,139.86215,https://www.tripadvisor.com/Attraction_Review-g1066445-d320637-Reviews-Tokyo_Sea_Life_Park-Edogawa_Tokyo_Tokyo_Prefecture_Kanto.html
Tokyo Dome,Tokyo,"Sights & Landmarks,Arenas & Stadiums","baseball,dome,ball game,food options",,4.0,966,35.705616,139.75182,https://www.tripadvisor.com/Attraction_Review-g1066442-d1837992-Reviews-Tokyo_Dome-Bunkyo_Tokyo_Tokyo_Prefecture_Kanto.html
Meguro River,Tokyo,"Nature & Parks,Bodies of Water","sakura,cherry blossoms,full bloom,lanterns,japan",,4.5,600,35.640892,139.7031,https://www.tripadvisor.com/Attraction_Review-g298184-d1425866-Reviews-Meguro_River-Tokyo_Tokyo_Prefecture_Kanto.html
Nakano Broadway,Tokyo,"Shopping,Shopping Malls","anime,akihabara,manga,mall,stuff,vintage,broadway,maze,mecca,the upper floors,pet shop,dogs and cats,local restaurants",,4.0,517,35.708595,139.66568,https://www.tripadvisor.com/Attraction_Review-g14134438-d3178616-Reviews-Nakano_Broadway-Nakano_Nakano_Tokyo_Tokyo_Prefecture_Kanto.html
Shibuya Center-gai,Tokyo,"Sights & Landmarks,Other,Points of Interest & Landmarks,Neighborhoods","shopping,shops,neon lights,bustling,district,busy area",,4.0,1178,35.660057,139.69978,https://www.tripadvisor.com/Attraction_Review-g1066456-d1976255-Reviews-Shibuya_Center_gai-Shibuya_Tokyo_Tokyo_Prefecture_Kanto.html
H.I.S. Tourist Information Center Harajuku,Tokyo,"Traveler Resources,Visitor Centers","owl cafe,hedgehog,discounted tickets,cafes","Harajuku is the capital for youth fashion and culture. A walk along the iconic street, Takeshita will allow you to experience an extreme Kawaii-ness with many fashion boutiques, cafes and crepe stands. Not far away is Omotesando, which offer more mature fashion stores. Don't worry if you are not an fashionholic, the famous Yoyogi park and Meiji Jingu shrine are only few minutes walk from the station. If you got lost or did not know what to do in Harajuku, please do not hesitate to stop by our Harajuku Tourist Information Center. Our staffs will be happy to answer all your questions. In addition, we also provide currency exchange, baggage storage, data sims card and tours to popular destination in Japan (beside, there is free WiFi in-store).",4.5,350,35.67181,139.70328,https://www.tripadvisor.com/Attraction_Review-g1066456-d8614702-Reviews-H_I_S_Tourist_Information_Center_Harajuku-Shibuya_Tokyo_Tokyo_Prefecture_Kanto.html
Ginza Mitsukoshi,Tokyo,"Shopping,Department Stores",department store,"This is the oldest surviving department store chain in Japan. Its floors offer menswear, womenswear, accessories, children's wear, toys, and household goods. It's also popular for its large food hall.",4.0,504,35.671337,139.76546,https://www.tripadvisor.com/Attraction_Review-g14129573-d605050-Reviews-Ginza_Mitsukoshi-Ginza_Chuo_Tokyo_Tokyo_Prefecture_Kanto.html
